epoch,accuracy,dice_coefficient,learning_rate,loss,val_accuracy,val_dice_coefficient,val_loss
29,0.19545376300811768,0.48577359318733215,9.999999747378752e-05,0.5228767991065979,0.0697682723402977,0.49375319480895996,0.5212163925170898
30,0.23529677093029022,0.4940294921398163,9.999999747378752e-05,0.5161314606666565,0.080047607421875,0.4571237564086914,0.5566590428352356
31,0.15342549979686737,0.5195351243019104,9.999999747378752e-05,0.49220719933509827,0.1216786727309227,0.49270114302635193,0.5193008184432983
32,0.21812115609645844,0.5359965562820435,9.999999747378752e-05,0.47436952590942383,0.0740712508559227,0.45498624444007874,0.5514037013053894
33,0.13683295249938965,0.5394813418388367,9.999999747378752e-05,0.4713286757469177,0.0783945694565773,0.6313168406486511,0.38152018189430237
34,0.20308177173137665,0.5278850197792053,9.999999747378752e-05,0.4837825298309326,0.297332763671875,0.3416926860809326,0.6750314235687256
35,0.21925978362560272,0.5695640444755554,9.999999747378752e-05,0.4451095759868622,0.0597788505256176,0.5160450339317322,0.49415889382362366
36,0.20455099642276764,0.5321018695831299,9.999999747378752e-05,0.48183512687683105,0.1533406525850296,0.5992581844329834,0.4086894989013672
37,0.2125861495733261,0.5707157254219055,9.999999747378752e-05,0.44382473826408386,0.18264515697956085,0.5580599904060364,0.4626122713088989
38,0.27718421816825867,0.570158064365387,9.999999747378752e-05,0.44209951162338257,0.13986460864543915,0.5741294026374817,0.4474369287490845
39,0.1447911113500595,0.6034552454948425,1.9999999494757503e-05,0.4094322621822357,0.1193135604262352,0.7123286128044128,0.29653045535087585
40,0.17389146983623505,0.6258063316345215,1.9999999494757503e-05,0.38377970457077026,0.10200754553079605,0.6216683983802795,0.3926558792591095
41,0.18479479849338531,0.6252403259277344,1.9999999494757503e-05,0.3851642608642578,0.0942535400390625,0.6777123808860779,0.337004154920578
42,0.19810138642787933,0.5990664958953857,1.9999999494757503e-05,0.41297638416290283,0.0981394425034523,0.6536131501197815,0.3615173101425171
43,0.1384982466697693,0.6315411925315857,1.9999999494757503e-05,0.3817620277404785,0.096954345703125,0.6851425170898438,0.3264259099960327
44,0.16249801218509674,0.5847104787826538,1.9999999494757503e-05,0.42653200030326843,0.1105194091796875,0.7342513203620911,0.28201448917388916
45,0.1419532150030136,0.6254013776779175,1.9999999494757503e-05,0.38819706439971924,0.095947265625,0.7283629775047302,0.28074678778648376
46,0.12439658492803574,0.6467762589454651,1.9999999494757503e-05,0.365194708108902,0.08184051513671875,0.7151704430580139,0.29853925108909607
47,0.19612398743629456,0.6177386045455933,1.9999999494757503e-05,0.3933251202106476,0.13682301342487335,0.7165763974189758,0.2956981360912323
48,0.13472771644592285,0.6344499588012695,1.9999999494757503e-05,0.37760844826698303,0.08199310302734375,0.6383662819862366,0.37862977385520935
49,0.24246862530708313,0.648827314376831,1.9999999494757503e-05,0.3618687093257904,0.12731678783893585,0.6805329918861389,0.3357381820678711
50,0.14332257211208344,0.6581819653511047,1.9999999494757503e-05,0.3543528616428375,0.10772451013326645,0.6700096130371094,0.350319504737854
51,0.1780795454978943,0.654409646987915,3.999999989900971e-06,0.35659682750701904,0.0895284041762352,0.6798962950706482,0.33228591084480286
52,0.17130903899669647,0.6357266306877136,3.999999989900971e-06,0.37794268131256104,0.08964284509420395,0.6397240161895752,0.3702809810638428
53,0.16940538585186005,0.6535048484802246,3.999999989900971e-06,0.35862842202186584,0.081329345703125,0.6208829879760742,0.39241859316825867
54,0.16996927559375763,0.6384095549583435,3.999999989900971e-06,0.3720216155052185,0.08984375,0.6726024746894836,0.33863672614097595
55,0.1641281545162201,0.6708784103393555,3.999999989900971e-06,0.34233358502388,0.0797831192612648,0.6095954775810242,0.3972347676753998
56,0.1454675793647766,0.6743282675743103,8.000000093488779e-07,0.3352819085121155,0.0980885848402977,0.6893813014030457,0.32020118832588196
57,0.1442928910255432,0.6377735137939453,8.000000093488779e-07,0.37466108798980713,0.08619435876607895,0.6671087145805359,0.3415182828903198
